surveyId,speciesId,lat,lon,year,Elevation,label,source
3803,4499.0,56.17951,8.94298,2018,54.0,0,PA
2106,5764.0,56.35621,9.98822,2017,48.0,0,PA
3803,10218.0,56.17951,8.94298,2018,54.0,0,PA
4231,1795.0,42.397805,19.304889,2019,61.0,0,PA
4006,9892.0,51.78626,5.808238,2018,14.0,0,PA
3078,178.0,46.61743,5.81338,2019,648.0,0,PA
2037,982.0,56.07804,9.56194,2017,90.0,0,PA
2482,2025.0,50.062853,17.244911,2021,1398.0,0,PA
1789,9024.0,56.05824,9.62445,2017,25.0,0,PA
729,9647.0,56.16033,8.45,2019,26.0,0,PA
2482,4758.0,50.062853,17.244911,2021,1398.0,0,PA
1149,4499.0,55.70831,9.63799,2017,6.0,0,PA
4308,4640.0,55.50377,9.10259,2018,36.0,0,PA
2334,2777.0,55.62158,9.25575,2019,31.0,0,PA
769,11195.0,52.201625,5.858134,2020,41.0,0,PA
772,963.0,56.23962,9.91423,2017,73.0,0,PA
1682,5071.0,51.868129,5.9126,2019,12.0,0,PA
4061,1910.0,57.40138,9.77109,2018,9.0,0,PA
4242,1092.0,55.11561,14.81145,2019,74.0,0,PA
212,433.0,43.134956,3.099038,2021,47.0,0,PA
2384,5804.0,44.92491,2.13651,2017,657.0,0,PA
4006,7957.0,51.78626,5.808238,2018,14.0,0,PA
222,5384.0,56.91214,9.88456,2017,6.0,0,PA
4437,981.0,47.41782,3.71752,2019,322.0,0,PA
3919,10247.0,52.49799,6.525294,2020,10.0,0,PA
1650,5071.0,42.749162,3.0315,2018,8.0,0,PA
4399,2777.0,52.046037,5.70364,2020,29.0,0,PA
4399,10904.0,52.046037,5.70364,2020,29.0,0,PA
324,8208.0,43.50563,-0.40259,2018,116.0,0,PA
2627,9253.0,43.395883,22.683389,2020,2007.0,0,PA
2966,5384.0,55.42935,9.98204,2018,17.0,0,PA
2041,1818.0,56.00178,9.16692,2019,38.0,0,PA
410,1818.0,47.21759,5.61448,2019,219.0,0,PA
2041,1888.0,56.00178,9.16692,2019,38.0,0,PA
4469,8784.0,51.597544,5.048497,2017,7.0,0,PA
3547,4483.0,55.68965,9.61588,2018,46.0,0,PA
4399,10520.0,52.046037,5.70364,2020,29.0,0,PA
3445,6331.0,55.88261,9.43741,2017,50.0,0,PA
2334,11193.0,55.62158,9.25575,2019,31.0,0,PA
2106,129.0,56.35621,9.98822,2017,48.0,0,PA
4016,2474.0,56.5947,9.92038,2017,12.0,0,PA
2037,146.0,56.07804,9.56194,2017,90.0,0,PA
3740,982.0,56.03506,12.40318,2019,17.0,0,PA
970,2921.0,43.068574,-2.758823,2017,363.0,0,PA
3260,433.0,55.81028,12.20895,2019,45.0,0,PA
878,6874.0,43.542,5.71258,2021,490.0,0,PA
4006,9388.0,51.78626,5.808238,2018,14.0,0,PA
1972,146.0,43.567651,3.958843,2020,6.0,0,PA
2018,10223.0,55.26805,14.76155,2018,69.0,0,PA
1682,11157.0,51.868129,5.9126,2019,12.0,0,PA
3782,51.0,51.577357,9.844233,2017,204.0,0,PA
779,3227.0,47.64019,1.70039,2019,104.0,0,PA
3782,5900.0,51.577357,9.844233,2017,204.0,0,PA
1682,11195.0,51.868129,5.9126,2019,12.0,0,PA
324,3067.0,43.50563,-0.40259,2018,116.0,0,PA
2808,3451.0,55.09262,12.09828,2019,6.0,0,PA
3547,476.0,55.68965,9.61588,2018,46.0,0,PA
4399,2799.0,52.046037,5.70364,2020,29.0,0,PA
1650,11195.0,42.749162,3.0315,2018,8.0,0,PA
4469,51.0,51.597544,5.048497,2017,7.0,0,PA
769,9465.0,52.201625,5.858134,2020,41.0,0,PA
2472,5384.0,43.259381,3.141879,2019,9.0,0,PA
4242,4530.0,55.11561,14.81145,2019,74.0,0,PA
664,5398.0,51.182415,6.128132,2017,51.0,0,PA
4242,1304.0,55.11561,14.81145,2019,74.0,0,PA
1218,11193.0,47.76724,2.71272,2018,138.0,0,PA
841,3662.0,55.75163,8.29263,2018,8.0,0,PA
3251,5804.0,42.45683,19.24218,2020,91.0,0,PA
2439,1162.0,55.10953,14.90023,2019,124.0,0,PA
410,1304.0,47.21759,5.61448,2019,219.0,0,PA
1004,3935.0,51.663261,3.97967,2018,8.0,0,PA
1004,4499.0,51.663261,3.97967,2018,8.0,0,PA
1682,5542.0,51.868129,5.9126,2019,12.0,0,PA
841,9458.0,55.75163,8.29263,2018,8.0,0,PA
2599,9669.0,37.96902,12.064775,2020,225.0,0,PA
4210,6079.0,55.31917,10.35217,2019,27.0,0,PA
3740,8784.0,56.03506,12.40318,2019,17.0,0,PA
2734,51.0,47.1863,3.5004,2017,340.0,0,PA
4211,1795.0,55.9631,10.52312,2019,8.0,0,PA
3441,3067.0,56.95472,9.65658,2018,20.0,0,PA
1218,9816.0,47.76724,2.71272,2018,138.0,0,PA
2844,4077.0,47.78141,6.55778,2017,437.0,0,PA
2844,5398.0,47.78141,6.55778,2017,437.0,0,PA
2436,51.0,57.33199,10.3653,2017,21.0,0,PA
980,2421.0,55.22326,14.81275,2020,89.0,0,PA
4016,8983.0,56.5947,9.92038,2017,12.0,0,PA
3962,2159.0,55.85651,9.06332,2019,44.0,0,PA
324,6874.0,43.50563,-0.40259,2018,116.0,0,PA
3078,1162.0,46.61743,5.81338,2019,648.0,0,PA
1004,10896.0,51.663261,3.97967,2018,8.0,0,PA
2106,10904.0,56.35621,9.98822,2017,48.0,0,PA
2018,3662.0,55.26805,14.76155,2018,69.0,0,PA
970,10520.0,43.068574,-2.758823,2017,363.0,0,PA
410,2386.0,47.21759,5.61448,2019,219.0,0,PA
3145,11195.0,55.84794,9.5015,2018,50.0,0,PA
2482,2159.0,50.062853,17.244911,2021,1398.0,0,PA
729,167.0,56.16033,8.45,2019,26.0,0,PA
3394,5900.0,57.51754,9.88012,2019,5.0,0,PA
2092,1818.0,55.39725,8.40412,2018,6.0,0,PA
1264,2421.0,55.68327,11.28445,2017,9.0,0,PA
3129,7957.0,56.13054,10.20063,2017,27.0,0,PA
863,4640.0,52.371716,5.692409,2017,8.0,0,PA
970,6874.0,43.068574,-2.758823,2017,363.0,0,PA
1789,8983.0,56.05824,9.62445,2017,25.0,0,PA
1789,9253.0,56.05824,9.62445,2017,25.0,0,PA
3260,5189.0,55.81028,12.20895,2019,45.0,0,PA
3260,9647.0,55.81028,12.20895,2019,45.0,0,PA
3145,433.0,55.84794,9.5015,2018,50.0,0,PA
1573,51.0,55.96872,11.37761,2018,4.0,0,PA
1910,5804.0,54.91366,12.04873,2018,1.0,0,PA
3930,9024.0,57.00576,8.9157,2019,7.0,0,PA
1573,5900.0,55.96872,11.37761,2018,4.0,0,PA
212,1888.0,43.134956,3.099038,2021,47.0,0,PA
3097,4483.0,47.5763,0.69084,2017,153.0,0,PA
243,3662.0,55.63705,8.25602,2019,10.0,0,PA
489,51.0,47.0117,12.44991,2018,1417.0,0,PA
1004,9030.0,51.663261,3.97967,2018,8.0,0,PA
1886,9024.0,51.862976,5.993362,2019,8.0,0,PA
2041,963.0,56.00178,9.16692,2019,38.0,0,PA
779,540.0,47.64019,1.70039,2019,104.0,0,PA
3014,4105.0,44.311934,4.160367,2019,258.0,0,PA
590,8983.0,51.601834,5.028387,2017,7.0,0,PA
1393,10385.0,56.04368,10.14232,2019,68.0,0,PA
1218,6079.0,47.76724,2.71272,2018,138.0,0,PA
2092,8751.0,55.39725,8.40412,2018,6.0,0,PA
3803,9921.0,56.17951,8.94298,2018,54.0,0,PA
3078,9028.0,46.61743,5.81338,2019,648.0,0,PA
4399,5764.0,52.046037,5.70364,2020,29.0,0,PA
4399,9030.0,52.046037,5.70364,2020,29.0,0,PA
3014,10218.0,44.311934,4.160367,2019,258.0,0,PA
1393,6788.0,56.04368,10.14232,2019,68.0,0,PA
3441,9024.0,56.95472,9.65658,2018,20.0,0,PA
2482,3067.0,50.062853,17.244911,2021,1398.0,0,PA
3251,3067.0,42.45683,19.24218,2020,91.0,0,PA
391,982.0,52.77224,6.396106,2017,7.0,0,PA
729,4638.0,56.16033,8.45,2019,26.0,0,PA
2092,1304.0,55.39725,8.40412,2018,6.0,0,PA
1573,2885.0,55.96872,11.37761,2018,4.0,0,PA
3078,11193.0,46.61743,5.81338,2019,648.0,0,PA
4061,6964.0,57.40138,9.77109,2018,9.0,0,PA
4210,9024.0,55.31917,10.35217,2019,27.0,0,PA
4210,476.0,55.31917,10.35217,2019,27.0,0,PA
590,9892.0,51.601834,5.028387,2017,7.0,0,PA
2018,5542.0,55.26805,14.76155,2018,69.0,0,PA
4211,1304.0,55.9631,10.52312,2019,8.0,0,PA
4016,9030.0,56.5947,9.92038,2017,12.0,0,PA
2436,7760.0,57.33199,10.3653,2017,21.0,0,PA
4210,2921.0,55.31917,10.35217,2019,27.0,0,PA
3919,3662.0,52.49799,6.525294,2020,10.0,0,PA
590,2852.0,51.601834,5.028387,2017,7.0,0,PA
1873,9024.0,51.664968,5.262145,2017,11.0,0,PA
841,540.0,55.75163,8.29263,2018,8.0,0,PA
1004,3067.0,51.663261,3.97967,2018,8.0,0,PA
4242,178.0,55.11561,14.81145,2019,74.0,0,PA
2830,10247.0,56.18004,9.66595,2020,33.0,0,PA
4016,10218.0,56.5947,9.92038,2017,12.0,0,PA
3014,476.0,44.311934,4.160367,2019,258.0,0,PA
772,4483.0,56.23962,9.91423,2017,73.0,0,PA
729,10385.0,56.16033,8.45,2019,26.0,0,PA
2627,3067.0,43.395883,22.683389,2020,2007.0,0,PA
3919,9030.0,52.49799,6.525294,2020,10.0,0,PA
1789,8784.0,56.05824,9.62445,2017,25.0,0,PA
2641,4638.0,51.69138,6.022647,2017,9.0,0,PA
1886,9030.0,51.862976,5.993362,2019,8.0,0,PA
3445,3451.0,55.88261,9.43741,2017,50.0,0,PA
4469,2885.0,51.597544,5.048497,2017,7.0,0,PA
2734,5900.0,47.1863,3.5004,2017,340.0,0,PA
2673,4530.0,57.12556,10.23518,2020,11.0,0,PA
4016,6643.0,56.5947,9.92038,2017,12.0,0,PA
333,476.0,45.80643,-0.51736,2017,84.0,0,PA
1741,4530.0,43.433207,4.991745,2018,41.0,0,PA
729,1092.0,56.16033,8.45,2019,26.0,0,PA
2673,9253.0,57.12556,10.23518,2020,11.0,0,PA
1981,2852.0,50.90085,4.07101,2019,8.0,0,PA
2436,4105.0,57.33199,10.3653,2017,21.0,0,PA
3740,5542.0,56.03506,12.40318,2019,17.0,0,PA
2482,11157.0,50.062853,17.244911,2021,1398.0,0,PA
4016,2932.0,56.5947,9.92038,2017,12.0,0,PA
3740,129.0,56.03506,12.40318,2019,17.0,0,PA
2018,254.0,55.26805,14.76155,2018,69.0,0,PA
2231,178.0,55.50001,9.09074,2018,34.0,0,PA
222,4640.0,56.91214,9.88456,2017,6.0,0,PA
324,11157.0,43.50563,-0.40259,2018,116.0,0,PA
664,2474.0,51.182415,6.128132,2017,51.0,0,PA
4308,8151.0,55.50377,9.10259,2018,36.0,0,PA
2436,1795.0,57.33199,10.3653,2017,21.0,0,PA
1129,8208.0,55.16014,8.52437,2017,7.0,0,PA
744,6643.0,55.01803,8.93572,2018,11.0,0,PA
1386,476.0,56.02082,9.1723,2019,46.0,0,PA
243,2799.0,55.63705,8.25602,2019,10.0,0,PA
2018,10904.0,55.26805,14.76155,2018,69.0,0,PA
772,9921.0,56.23962,9.91423,2017,73.0,0,PA
3441,3451.0,56.95472,9.65658,2018,20.0,0,PA
212,6331.0,43.134956,3.099038,2021,47.0,0,PA
3445,5398.0,55.88261,9.43741,2017,50.0,0,PA
1264,8751.0,55.68327,11.28445,2017,9.0,0,PA
324,5804.0,43.50563,-0.40259,2018,116.0,0,PA
4231,5189.0,42.397805,19.304889,2019,61.0,0,PA
772,4530.0,56.23962,9.91423,2017,73.0,0,PA
3394,3935.0,57.51754,9.88012,2019,5.0,0,PA
3367,10904.0,47.17567,0.38644,2019,78.0,0,PA
3251,10904.0,42.45683,19.24218,2020,91.0,0,PA
1386,2921.0,56.02082,9.1723,2019,46.0,0,PA
2334,1888.0,55.62158,9.25575,2019,31.0,0,PA
3078,1795.0,46.61743,5.81338,2019,648.0,0,PA
2163,178.0,52.792562,6.437553,2017,10.0,0,PA
729,2386.0,56.16033,8.45,2019,26.0,0,PA
3097,6788.0,47.5763,0.69084,2017,153.0,0,PA
2018,6643.0,55.26805,14.76155,2018,69.0,0,PA
2966,6574.0,55.42935,9.98204,2018,17.0,0,PA
2599,11157.0,37.96902,12.064775,2020,225.0,0,PA
4061,2921.0,57.40138,9.77109,2018,9.0,0,PA
1682,2932.0,51.868129,5.9126,2019,12.0,0,PA
4061,2852.0,57.40138,9.77109,2018,9.0,0,PA
1910,581.0,54.91366,12.04873,2018,1.0,0,PA
769,5804.0,52.201625,5.858134,2020,41.0,0,PA
607,5804.0,57.69337,10.48874,2017,7.0,0,PA
2018,4530.0,55.26805,14.76155,2018,69.0,0,PA
1789,4499.0,56.05824,9.62445,2017,25.0,0,PA
212,9892.0,43.134956,3.099038,2021,47.0,0,PA
2231,963.0,55.50001,9.09074,2018,34.0,0,PA
2599,4483.0,37.96902,12.064775,2020,225.0,0,PA
489,3275.0,47.0117,12.44991,2018,1417.0,0,PA
779,2885.0,47.64019,1.70039,2019,104.0,0,PA
2018,10218.0,55.26805,14.76155,2018,69.0,0,PA
4242,6491.0,55.11561,14.81145,2019,74.0,0,PA
980,6848.0,55.22326,14.81275,2020,89.0,0,PA
2482,7957.0,50.062853,17.244911,2021,1398.0,0,PA
2092,9024.0,55.39725,8.40412,2018,6.0,0,PA
1186,5764.0,52.03088,6.079629,2018,22.0,0,PA
4308,3067.0,55.50377,9.10259,2018,36.0,0,PA
2734,2159.0,47.1863,3.5004,2017,340.0,0,PA
2472,10223.0,43.259381,3.141879,2019,9.0,0,PA
590,3067.0,51.601834,5.028387,2017,7.0,0,PA
2482,9669.0,50.062853,17.244911,2021,1398.0,0,PA
3445,5071.0,55.88261,9.43741,2017,50.0,0,PA
4242,11195.0,55.11561,14.81145,2019,74.0,0,PA
4437,8751.0,47.41782,3.71752,2019,322.0,0,PA
2705,2852.0,56.08675,9.53859,2018,105.0,0,PA
769,5384.0,52.201625,5.858134,2020,41.0,0,PA
222,2474.0,56.91214,9.88456,2017,6.0,0,PA
1789,9458.0,56.05824,9.62445,2017,25.0,0,PA
410,2885.0,47.21759,5.61448,2019,219.0,0,PA
1972,129.0,43.567651,3.958843,2020,6.0,0,PA
4006,129.0,51.78626,5.808238,2018,14.0,0,PA
769,8151.0,52.201625,5.858134,2020,41.0,0,PA
779,694.0,47.64019,1.70039,2019,104.0,0,PA
878,3067.0,43.542,5.71258,2021,490.0,0,PA
4399,4640.0,52.046037,5.70364,2020,29.0,0,PA
2439,2421.0,55.10953,14.90023,2019,124.0,0,PA
1682,4758.0,51.868129,5.9126,2019,12.0,0,PA
2482,2885.0,50.062853,17.244911,2021,1398.0,0,PA
222,4530.0,56.91214,9.88456,2017,6.0,0,PA
729,9458.0,56.16033,8.45,2019,26.0,0,PA
779,1795.0,47.64019,1.70039,2019,104.0,0,PA
1218,2777.0,47.76724,2.71272,2018,138.0,0,PA
980,9388.0,55.22326,14.81275,2020,89.0,0,PA
3476,11195.0,51.681329,3.76813,2017,8.0,0,PA
662,11195.0,56.61571,9.74545,2018,10.0,0,PA
2582,51.0,55.47659,11.88043,2017,32.0,0,PA
2015,8983.0,44.47449,4.37398,2019,158.0,0,PA
333,51.0,45.80643,-0.51736,2017,84.0,0,PA
1129,51.0,55.16014,8.52437,2017,7.0,0,PA
4006,8151.0,51.78626,5.808238,2018,14.0,0,PA
4242,254.0,55.11561,14.81145,2019,74.0,0,PA
2900,1795.0,56.44851,8.82778,2017,52.0,0,PA
324,5386.0,43.50563,-0.40259,2018,116.0,0,PA
2037,6788.0,56.07804,9.56194,2017,90.0,0,PA
1573,4638.0,55.96872,11.37761,2018,4.0,0,PA
410,9892.0,47.21759,5.61448,2019,219.0,0,PA
1573,6331.0,55.96872,11.37761,2018,4.0,0,PA
1886,4483.0,51.862976,5.993362,2019,8.0,0,PA
744,5071.0,55.01803,8.93572,2018,11.0,0,PA
4399,6788.0,52.046037,5.70364,2020,29.0,0,PA
2439,1795.0,55.10953,14.90023,2019,124.0,0,PA
878,1888.0,43.542,5.71258,2021,490.0,0,PA
2641,2777.0,51.69138,6.022647,2017,9.0,0,PA
3803,6079.0,56.17951,8.94298,2018,54.0,0,PA
2808,129.0,55.09262,12.09828,2019,6.0,0,PA
1386,9253.0,56.02082,9.1723,2019,46.0,0,PA
1004,11157.0,51.663261,3.97967,2018,8.0,0,PA
2334,1304.0,55.62158,9.25575,2019,31.0,0,PA
2734,6964.0,47.1863,3.5004,2017,340.0,0,PA
2106,3227.0,56.35621,9.98822,2017,48.0,0,PA
3740,2921.0,56.03506,12.40318,2019,17.0,0,PA
1650,5398.0,42.749162,3.0315,2018,8.0,0,PA
2106,6079.0,56.35621,9.98822,2017,48.0,0,PA
1218,2386.0,47.76724,2.71272,2018,138.0,0,PA
3163,2777.0,48.58143,-3.03003,2017,110.0,0,PA
2482,4105.0,50.062853,17.244911,2021,1398.0,0,PA
2627,6079.0,43.395883,22.683389,2020,2007.0,0,PA
729,6874.0,56.16033,8.45,2019,26.0,0,PA
779,9458.0,47.64019,1.70039,2019,104.0,0,PA
2627,10317.0,43.395883,22.683389,2020,2007.0,0,PA
2272,2421.0,55.19056,9.61948,2019,3.0,0,PA
1573,10218.0,55.96872,11.37761,2018,4.0,0,PA
2734,9816.0,47.1863,3.5004,2017,340.0,0,PA
1650,6574.0,42.749162,3.0315,2018,8.0,0,PA
391,6788.0,52.77224,6.396106,2017,7.0,0,PA
3260,2421.0,55.81028,12.20895,2019,45.0,0,PA
1149,694.0,55.70831,9.63799,2017,6.0,0,PA
2106,2852.0,56.35621,9.98822,2017,48.0,0,PA
2037,2159.0,56.07804,9.56194,2017,90.0,0,PA
4437,4530.0,47.41782,3.71752,2019,322.0,0,PA
779,6962.0,47.64019,1.70039,2019,104.0,0,PA
2482,1795.0,50.062853,17.244911,2021,1398.0,0,PA
878,963.0,43.542,5.71258,2021,490.0,0,PA
779,3451.0,47.64019,1.70039,2019,104.0,0,PA
2018,2777.0,55.26805,14.76155,2018,69.0,0,PA
1264,6574.0,55.68327,11.28445,2017,9.0,0,PA
2808,9458.0,55.09262,12.09828,2019,6.0,0,PA
212,178.0,43.134956,3.099038,2021,47.0,0,PA
2627,7760.0,43.395883,22.683389,2020,2007.0,0,PA
212,6643.0,43.134956,3.099038,2021,47.0,0,PA
664,963.0,51.182415,6.128132,2017,51.0,0,PA
3803,4638.0,56.17951,8.94298,2018,54.0,0,PA
980,8151.0,55.22326,14.81275,2020,89.0,0,PA
333,6331.0,45.80643,-0.51736,2017,84.0,0,PA
2844,9024.0,47.78141,6.55778,2017,437.0,0,PA
1186,4640.0,52.03088,6.079629,2018,22.0,0,PA
2830,2474.0,56.18004,9.66595,2020,33.0,0,PA
4242,8151.0,55.11561,14.81145,2019,74.0,0,PA
3740,1387.0,56.03506,12.40318,2019,17.0,0,PA
3129,6643.0,56.13054,10.20063,2017,27.0,0,PA
4399,4530.0,52.046037,5.70364,2020,29.0,0,PA
3260,2921.0,55.81028,12.20895,2019,45.0,0,PA
410,167.0,47.21759,5.61448,2019,219.0,0,PA
2705,540.0,56.08675,9.53859,2018,105.0,0,PA
2018,1818.0,55.26805,14.76155,2018,69.0,0,PA
779,11193.0,47.64019,1.70039,2019,104.0,0,PA
841,9465.0,55.75163,8.29263,2018,8.0,0,PA
878,3275.0,43.542,5.71258,2021,490.0,0,PA
391,2386.0,52.77224,6.396106,2017,7.0,0,PA
1393,1795.0,56.04368,10.14232,2019,68.0,0,PA
2015,6208.0,44.47449,4.37398,2019,158.0,0,PA
2439,178.0,55.10953,14.90023,2019,124.0,0,PA
3097,4105.0,47.5763,0.69084,2017,153.0,0,PA
1186,476.0,52.03088,6.079629,2018,22.0,0,PA
2018,6874.0,55.26805,14.76155,2018,69.0,0,PA
970,540.0,43.068574,-2.758823,2017,363.0,0,PA
1873,6331.0,51.664968,5.262145,2017,11.0,0,PA
729,7957.0,56.16033,8.45,2019,26.0,0,PA
2384,167.0,44.92491,2.13651,2017,657.0,0,PA
3962,9465.0,55.85651,9.06332,2019,44.0,0,PA
841,2421.0,55.75163,8.29263,2018,8.0,0,PA
841,10904.0,55.75163,8.29263,2018,8.0,0,PA
2439,5398.0,55.10953,14.90023,2019,124.0,0,PA
2384,9253.0,44.92491,2.13651,2017,657.0,0,PA
1682,9388.0,51.868129,5.9126,2019,12.0,0,PA
3251,254.0,42.45683,19.24218,2020,91.0,0,PA
3251,8208.0,42.45683,19.24218,2020,91.0,0,PA
222,3935.0,56.91214,9.88456,2017,6.0,0,PA
3476,4758.0,51.681329,3.76813,2017,8.0,0,PA
1981,5804.0,50.90085,4.07101,2019,8.0,0,PA
2673,694.0,57.12556,10.23518,2020,11.0,0,PA
3260,5542.0,55.81028,12.20895,2019,45.0,0,PA
3260,981.0,55.81028,12.20895,2019,45.0,0,PA
2041,5900.0,56.00178,9.16692,2019,38.0,0,PA
3930,10247.0,57.00576,8.9157,2019,7.0,0,PA
3097,10520.0,47.5763,0.69084,2017,153.0,0,PA
3476,4483.0,51.681329,3.76813,2017,8.0,0,PA
662,4640.0,56.61571,9.74545,2018,10.0,0,PA
2472,2885.0,43.259381,3.141879,2019,9.0,0,PA
863,3227.0,52.371716,5.692409,2017,8.0,0,PA
1149,1304.0,55.70831,9.63799,2017,6.0,0,PA
1386,6874.0,56.02082,9.1723,2019,46.0,0,PA
2900,9892.0,56.44851,8.82778,2017,52.0,0,PA
1650,4499.0,42.749162,3.0315,2018,8.0,0,PA
2041,982.0,56.00178,9.16692,2019,38.0,0,PA
3097,1162.0,47.5763,0.69084,2017,153.0,0,PA
4016,7957.0,56.5947,9.92038,2017,12.0,0,PA
1910,1162.0,54.91366,12.04873,2018,1.0,0,PA
841,5384.0,55.75163,8.29263,2018,8.0,0,PA
2231,1795.0,55.50001,9.09074,2018,34.0,0,PA
3163,4640.0,48.58143,-3.03003,2017,110.0,0,PA
2231,5398.0,55.50001,9.09074,2018,34.0,0,PA
2705,5189.0,56.08675,9.53859,2018,105.0,0,PA
1393,1162.0,56.04368,10.14232,2019,68.0,0,PA
3441,10896.0,56.95472,9.65658,2018,20.0,0,PA
1129,6788.0,55.16014,8.52437,2017,7.0,0,PA
863,10520.0,52.371716,5.692409,2017,8.0,0,PA
4242,8784.0,55.11561,14.81145,2019,74.0,0,PA
4437,1818.0,47.41782,3.71752,2019,322.0,0,PA
3476,981.0,51.681329,3.76813,2017,8.0,0,PA
1386,9892.0,56.02082,9.1723,2019,46.0,0,PA
